state	pathogen	test_result	state_code	country	2021-12-11	2021-12-18	2021-12-25	2022-01-01	2022-01-08	2022-01-15	2022-01-22	2022-01-29	2022-02-05	2022-02-12	2022-02-19	2022-02-26	2022-03-05	2022-03-12	2022-03-19	2022-03-26	2022-04-02	2022-04-09	2022-04-16	2022-04-23	2022-04-30	2022-05-07	2022-05-14	2022-05-21	2022-05-28	2022-06-04	2022-06-11	2022-06-18	2022-06-25	2022-07-02	2022-07-09	2022-07-16	2022-07-23	2022-07-30	2022-08-06	2022-08-13	2022-08-20	2022-08-27	2022-09-03	2022-09-10	2022-09-17	2022-09-24	2022-10-01	2022-10-08	2022-10-15	2022-10-22	2022-10-29	2022-11-05	2022-11-12	2022-11-19	2022-11-26	2022-12-03	2022-12-10	2022-12-17	2022-12-24	2022-12-31	2023-01-07	2023-01-14	2023-01-21	2023-01-28	2023-02-04
Rio de Janeiro	VSR	1	ES	Brazil	2	2	0	5	4	7	5	2	0	0	1	0	0	9	2	8	4	2	0	8	8	15	18	16	9	12	5	6	5	2	1	1	1	1	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3	1	0	1	3	3	2	0
Rio de Janeiro	VSR	0	ES	Brazil	567	309	144	381	934	3090	2092	606	557	241	148	84	67	84	66	40	79	22	7	16	22	47	55	89	69	96	90	71	65	44	53	58	33	44	33	19	31	29	42	47	37	28	34	44	51	58	89	36	167	7	120	64	42	41	0	0	27	23	21	28	0
Paraná	VSR	1	ES	Brazil	1	0	1	0	5	2	0	0	0	1	1	3	2	8	3	3	2	1	1	3	7	14	13	12	6	5	7	6	1	3	2	1	0	2	0	0	1	1	0	0	0	2	0	0	0	0	1	1	3	0	4	5	4	5	0	0	1	2	4	5	0
Paraná	VSR	0	ES	Brazil	0	0	42	36	209	265	26	13	47	100	34	46	39	43	27	15	9	10	9	15	31	55	60	72	78	62	96	96	107	117	102	73	46	57	30	38	33	40	54	51	24	32	34	33	32	40	53	18	80	14	111	81	70	39	2	0	27	9	10	14	0
Piauí	VSR	1	ES	Brazil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Piauí	VSR	0	ES	Brazil	0	0	0	3	25	11	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Mato Grosso do Sul	VSR	1	ES	Brazil	0	0	0	2	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mato Grosso do Sul	VSR	0	ES	Brazil	10	9	6	18	74	242	338	417	262	228	93	33	6	10	3	0	9	3	1	0	0	0	0	0	6	4	2	4	1	0	4	4	1	3	2	2	2	2	1	0	5	4	2	3	1	1	2	1	1	1	2	3	0	4	0	0	3	0	0	0	0
Mato Grosso	VSR	1	ES	Brazil	0	0	0	2	5	8	2	0	0	0	2	3	4	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mato Grosso	VSR	0	ES	Brazil	158	168	134	702	935	1632	2546	1017	795	463	188	172	80	56	54	27	63	9	0	2	2	2	1	1	2	2	3	2	1	3	3	2	1	1	1	1	0	2	1	1	0	0	1	1	0	3	4	0	1	2	3	1	0	3	0	0	0	0	0	0	0
Rio Grande do Norte	VSR	1	ES	Brazil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Rio Grande do Norte	VSR	0	ES	Brazil	0	1	2	1	2	32	0	0	1	2	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	4	1	1	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0
Amapá	VSR	1	ES	Brazil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amapá	VSR	0	ES	Brazil	1	5	8	33	25	10	0	0	9	9	1	2	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bahia	VSR	1	ES	Brazil	0	0	0	0	1	1	3	0	0	1	0	1	1	0	1	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bahia	VSR	0	ES	Brazil	39	12	32	43	332	197	112	140	179	113	65	36	14	27	19	5	13	3	2	3	2	4	3	0	1	6	8	3	3	3	2	0	5	4	3	2	1	2	0	1	1	2	2	1	1	1	3	2	2	2	6	3	2	2	0	0	0	0	1	0	0
Pernambuco	VSR	1	ES	Brazil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pernambuco	VSR	0	ES	Brazil	8	18	10	107	80	76	1	0	3	5	2	3	2	3	1	5	0	0	0	0	1	2	5	2	7	5	5	12	4	1	3	2	2	1	0	0	0	1	1	1	2	2	0	0	0	2	2	3	2	0	2	4	0	0	0	0	0	0	0	0	0
Rondônia	VSR	1	ES	Brazil	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rondônia	VSR	0	ES	Brazil	8	1	3	5	8	11	2	0	6	10	2	4	2	0	1	0	1	0	1	0	1	1	0	3	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Distrito Federal	VSR	1	ES	Brazil	2	2	2	6	1	3	0	2	1	0	1	9	15	37	21	28	9	5	4	17	11	16	12	10	7	11	4	1	3	2	2	3	1	1	0	0	1	0	0	0	1	1	0	2	1	1	0	1	0	0	3	9	7	15	0	0	17	14	14	11	0
Distrito Federal	VSR	0	ES	Brazil	119	66	108	334	419	800	1015	481	584	235	324	181	192	347	226	119	81	30	34	51	88	95	93	119	139	128	185	133	119	79	56	64	51	51	40	44	46	74	65	80	61	28	31	35	63	53	39	32	65	0	74	62	82	75	0	0	35	33	24	29	0
Rio Grande do Sul	VSR	1	ES	Brazil	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	2	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rio Grande do Sul	VSR	0	ES	Brazil	0	0	0	10	59	160	1	0	2	2	1	1	0	1	1	0	3	1	2	7	8	7	7	9	11	7	4	2	5	14	5	2	4	1	2	2	3	0	0	1	2	0	1	1	0	1	0	1	0	2	0	2	5	2	0	0	2	2	1	0	0
Rio de Janeiro	ADENO	1	GO	Brazil	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rio de Janeiro	ADENO	0	GO	Brazil	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Goiás	ADENO	1	GO	Brazil	0	0	0	0	1	1	0	6	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Goiás	ADENO	0	GO	Brazil	0	0	0	35	346	341	158	125	62	53	50	62	46	25	24	22	10	1	0	8	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16	12	0
Goiás	BOCA	1	RJ	Brazil	0	0	0	3	2	2	0	3	2	1	1	8	9	3	5	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Goiás	BOCA	0	RJ	Brazil	0	0	0	32	345	340	158	128	64	53	49	54	37	22	19	19	10	1	0	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	12	0
Rio de Janeiro	BOCA	1	RJ	Brazil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rio de Janeiro	BOCA	0	RJ	Brazil	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rio de Janeiro	ENTERO	1	RJ	Brazil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rio de Janeiro	ENTERO	0	RJ	Brazil	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Goiás	ENTERO	1	RJ	Brazil	0	0	0	0	2	2	0	0	1	1	2	3	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Goiás	ENTERO	0	RJ	Brazil	0	0	0	35	345	340	158	131	65	53	48	59	45	24	23	22	9	1	0	8	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16	11	0
Goiás	BAC	0	RJ	Brazil	0	0	0	35	347	342	158	131	66	54	50	62	46	25	24	22	10	1	0	8	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16	12	0
Rio de Janeiro	BAC	0	RJ	Brazil	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rio de Janeiro	META	1	GO	Brazil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rio de Janeiro	META	0	GO	Brazil	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Goiás	META	1	GO	Brazil	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Goiás	META	0	GO	Brazil	0	0	0	35	347	341	158	131	64	53	50	62	46	25	24	22	10	1	0	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16	11	0
Goiás	COVS	0	RJ	Brazil	0	0	0	35	343	342	158	129	66	54	50	62	46	25	24	22	10	1	0	8	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16	12	0
Goiás	COVS	1	RJ	Brazil	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rio de Janeiro	COVS	0	RJ	Brazil	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rio de Janeiro	COVS	1	RJ	Brazil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bahia	FLUB	0	MG	Brazil	39	12	32	43	333	198	115	140	179	114	65	37	15	27	20	6	15	4	4	3	2	4	3	0	1	6	8	3	3	3	2	0	5	4	3	2	1	2	0	1	1	2	2	1	1	1	3	2	2	2	6	3	2	2	0	0	0	0	1	0	0
Paraíba	FLUB	0	MG	Brazil	0	0	1	51	98	67	0	0	3	2	1	3	0	2	1	0	1	0	0	1	1	1	0	0	1	2	0	0	1	4	1	0	3	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0	0	0	1	1	0	0	0
Paraíba	FLUB	1	MG	Brazil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maranhão	FLUB	0	MG	Brazil	13	4	9	33	62	71	20	0	61	22	9	6	4	3	1	1	2	4	1	0	1	1	2	1	5	2	1	2	0	1	1	0	0	0	1	0	0	0	0	2	0	0	0	0	1	1	1	0	2	0	0	1	0	0	0	0	1	1	0	0	0
Maranhão	FLUB	1	MG	Brazil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Espírito Santo	FLUB	0	MG	Brazil	54	52	17	57	55	110	196	140	101	38	12	14	16	18	9	2	7	3	2	1	2	2	2	0	2	3	2	1	1	1	5	0	0	1	1	0	0	1	1	0	2	0	1	0	0	5	0	2	3	1	2	0	1	0	0	0	0	0	0	0	0
Espírito Santo	FLUB	1	MG	Brazil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alagoas	FLUB	0	MG	Brazil	0	0	1	19	166	169	0	0	11	2	6	4	0	2	0	0	1	1	0	2	1	4	2	4	1	0	2	5	5	5	2	2	1	2	1	0	1	0	0	0	0	0	1	0	2	1	0	0	0	1	7	1	0	1	0	0	1	1	0	0	0
Alagoas	FLUB	1	MG	Brazil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Santa Catarina	FLUB	0	MG	Brazil	4	6	24	108	410	266	0	0	8	10	8	0	1	1	2	0	3	2	3	4	6	2	7	11	26	11	22	36	35	40	30	58	25	15	14	13	12	9	1	8	6	7	3	3	2	12	22	5	24	12	21	10	14	6	1	0	3	0	0	0	0
Santa Catarina	FLUB	1	MG	Brazil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amapá	FLUB	1	MG	Brazil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paraná	FLUB	0	MG	Brazil	1	0	43	36	214	267	26	13	47	101	35	48	41	51	29	18	11	11	10	18	38	69	73	84	84	67	103	102	107	120	103	74	46	59	30	38	34	41	54	51	24	34	34	33	32	40	54	19	83	14	114	86	73	43	2	0	28	11	14	19	0
Rio Grande do Norte	FLUB	0	MG	Brazil	0	1	2	1	2	32	0	0	1	2	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	4	1	1	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	3	0	0	2	1	0	0	0	0	0	0	0
Rio Grande do Norte	FLUB	1	MG	Brazil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pernambuco	FLUB	0	MG	Brazil	8	18	10	107	80	76	1	0	3	5	2	3	2	3	2	5	0	0	0	0	1	2	7	2	8	5	6	13	4	1	3	2	2	1	0	0	0	1	1	1	2	2	0	0	0	2	2	3	2	0	2	4	0	0	0	0	0	0	0	0	0
Pernambuco	FLUB	1	MG	Brazil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rio Grande do Sul	FLUB	0	MG	Brazil	0	0	0	11	60	163	1	0	2	2	1	1	0	1	1	0	3	2	2	7	8	8	7	11	13	7	4	2	7	16	5	2	5	1	2	2	3	0	0	1	2	0	1	1	0	1	0	1	0	2	0	2	5	2	0	0	2	2	1	0	0
Rio Grande do Sul	FLUB	1	MG	Brazil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Piauí	FLUB	0	MG	Brazil	0	0	0	3	25	11	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Piauí	FLUB	1	MG	Brazil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
São Paulo	FLUB	0	MG	Brazil	1234	1456	1074	3328	9226	13154	11085	3662	2913	2784	1784	1357	566	695	597	259	513	229	67	149	179	262	279	281	336	392	379	319	333	284	273	262	193	165	171	194	196	233	240	264	278	409	461	599	438	492	500	213	571	46	453	320	283	284	5	0	141	114	91	125	0
São Paulo	FLUB	1	MG	Brazil	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	6	0
Paraná	FLUB	1	MG	Brazil	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0
Amapá	FLUB	0	MG	Brazil	1	5	8	33	25	10	0	0	9	9	1	2	0	1	0	0	1	0	0	0	1	3	0	0	1	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tocantins	FLUB	1	MG	Brazil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tocantins	FLUB	0	MG	Brazil	3	5	5	2	18	5	1	0	9	12	4	3	0	1	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0
Bahia	FLUB	1	MG	Brazil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Minas Gerais	FLUB	0	MG	Brazil	211	237	210	708	2309	4159	3669	1880	1734	760	428	433	210	201	96	16	112	32	4	3	4	7	7	8	15	10	15	8	10	12	4	1	7	4	4	2	1	6	7	9	13	9	11	10	9	15	8	4	1	3	6	7	2	2	0	0	5	0	0	0	0
Minas Gerais	FLUB	1	MG	Brazil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ceará	FLUB	0	MG	Brazil	0	1	0	84	281	232	0	0	0	1	0	0	0	2	0	0	1	0	1	1	0	0	1	3	2	1	0	1	1	1	1	2	1	1	1	1	1	0	1	1	0	1	0	0	1	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0
Ceará	FLUB	1	MG	Brazil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pará	FLUB	0	MG	Brazil	18	23	25	33	32	72	203	127	64	145	30	19	7	8	8	6	23	6	5	4	13	8	2	4	9	4	7	4	4	8	7	6	4	3	1	4	1	5	2	2	4	3	3	3	1	3	3	2	3	3	5	0	3	1	0	0	3	1	0	0	0
Pará	FLUB	1	MG	Brazil	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acre	FLUB	0	MG	Brazil	1	0	3	1	0	3	2	0	0	0	2	0	1	0	0	0	0	0	0	0	1	2	2	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acre	FLUB	1	MG	Brazil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rio de Janeiro	FLUB	0	MG	Brazil	569	311	144	386	938	3097	2097	608	557	241	149	84	67	90	68	48	83	24	7	24	30	62	73	105	78	107	94	77	70	46	54	59	34	45	33	19	31	29	44	47	37	29	34	45	50	58	89	36	166	7	120	64	42	43	1	0	28	25	24	28	0
Rio de Janeiro	FLUB	1	MG	Brazil	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0
Mato Grosso	FLUB	0	MG	Brazil	158	168	134	704	940	1640	2548	1017	795	463	190	175	84	57	57	27	65	9	0	2	2	2	1	1	2	2	3	2	1	3	3	2	1	1	1	1	0	2	1	1	0	0	1	1	0	3	4	0	1	2	3	1	0	3	0	0	0	0	0	0	0
Mato Grosso	FLUB	1	MG	Brazil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amazonas	FLUB	0	MG	Brazil	3	11	9	10	14	22	420	59	79	4	1	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amazonas	FLUB	1	MG	Brazil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rondônia	FLUB	0	MG	Brazil	8	1	4	6	8	11	2	0	6	10	2	4	2	1	1	1	1	0	1	0	1	1	2	3	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rondônia	FLUB	1	MG	Brazil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sergipe	FLUB	0	MG	Brazil	0	0	0	5	32	65	0	0	20	3	8	4	2	0	3	0	1	1	1	1	4	3	7	8	4	3	8	11	7	7	2	4	2	1	3	2	2	2	4	2	3	6	1	5	5	4	1	3	4	2	1	2	1	4	0	0	4	0	0	0	0
Sergipe	FLUB	1	MG	Brazil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mato Grosso do Sul	FLUB	0	MG	Brazil	10	9	6	20	74	245	339	417	262	228	93	33	6	10	3	0	10	3	1	1	0	0	0	0	6	4	2	4	1	0	4	4	1	3	2	2	2	2	1	0	5	4	2	3	1	1	2	1	1	1	2	3	0	4	0	0	3	0	0	0	0
